input_text,target_text
A woman has 200 euros. If she has at least 80 euros then she buys a handbag for 80 euros. How many euros does the woman have?,A woman has 200 euros. If she has at least 80 euros then she buys a handbag for 80 euros. How many euros does the woman have?
A man has 2 cards. Each of the cards has 2 hearts. How many hearts do the cards have?,A man has 2 cards. Each of the cards has 2 hearts. How many hearts do the cards have?
A student has 3 books. Each of the books has 14 chapters. How many chapters does the student have to read?,A student has 3 books. Each of the books has 14 chapters. How many chapters does the student have to read?
A grandmother has 7 grandchildren. Each grandchild wants two toys. How many toys does the grandmother buy?,A grandmother has 7 grandchildren. Each grandchild wants two toys. How many toys does the grandmother buy?
A house has 5 doors. Each door has 3 locks. How many locks does the house have?,A house has 5 doors. Each door has 3 locks. How many locks does the house have?
A theatre has 25 rows. Each row has 20 seats. How many seats does the theatre have?,A theatre has 25 rows. Each row has 20 seats. How many seats does the theatre have?
A school has 14 classrooms. Each classroom has 28 chairs. How many chairs does the school have?,A school has 14 classrooms. Each classroom has 28 chairs. How many chairs does the school have?
A bunny has 2 baskets. Each basket has 14 eggs. How many eggs does the bunny have?,A bunny has 2 baskets. Each basket has 14 eggs. How many eggs does the bunny have?
An influencer has two accounts. Each account has 500 followers. How many followers does the influencer have?,An influencer has two accounts. Each account has 500 followers. How many followers does the influencer have?
An area has 10 rows. Each row has 10 columns. Each column has 2 flowers. How many flowers does the area have?,An area has 10 rows. Each row has 10 columns. Each column has 2 flowers. How many flowers does the area have?
A store has 52 cars. Each car has 4 doors. Each door has 1 handle. How many handles does the store have?,A store has 52 cars. Each car has 4 doors. Each door has 1 handle. How many handles does the store have?
A street has 10 houses. Each house has 3 stairs. Each stair has 10 steps. How many steps does the street have?,A street has 10 houses. Each house has 3 stairs. Each stair has 10 steps. How many steps does the street have?
A man has 2 women. Each woman has 3 kids. Each kid needs 1 coat. How many coats does the man have to buy?,A man has 2 women. Each woman has 3 kids. Each kid needs 1 coat. How many coats does the man have to buy?
A year has 365 days. Each day has 24 hours. Each hour has 60 minutes. Each minute has 60 seconds. How many seconds does a year have?,A year has 365 days. Each day has 24 hours. Each hour has 60 minutes. Each minute has 60 seconds. How many seconds does a year have?
A year has 52 weeks. Each week has 7 days. Each day has 24 hours. Each hour has 60 minutes. How many minutes does a year have?,A year has 52 weeks. Each week has 7 days. Each day has 24 hours. Each hour has 60 minutes. How many minutes does a year have?
A school has 15 classes. Each class has 25 students. Each student has 2 legs. Each leg has 1 shoe. How many shoes does a school have?,A school has 15 classes. Each class has 25 students. Each student has 2 legs. Each leg has 1 shoe. How many shoes does a school have?
A village has 50 streets. Each street has 15 houses. Each house has 5 beds. Each bed has 1 pillow. How many pillows does a village have?,A village has 50 streets. Each street has 15 houses. Each house has 5 beds. Each bed has 1 pillow. How many pillows does a village have?
There is a library. It has 235 books. A man takes 12 books from the library. A girl gives 10 books to the library. How many books does the library have?,There is a library. It has 235 books. A man takes 12 books from the library. A girl gives 10 books to the library. How many books does the library have?
A boy has a piggybank. It has 10 dollars. The boy takes 2 dollars from the piggybank. A mother gives the piggybank 3 dollars. How many dollars does the piggybank have?,A boy has a piggybank. It has 10 dollars. The boy takes 2 dollars from the piggybank. A mother gives the piggybank 3 dollars. How many dollars does the piggybank have?
There is a bowl. It has 3 bananas. A child takes 1 banana from the bowl. A father gives 5 bananas to the bowl. How many bananas does the bowl have?,There is a bowl. It has 3 bananas. A child takes 1 banana from the bowl. A father gives 5 bananas to the bowl. How many bananas does the bowl have?
There is a box. It has 8 eggs. A man takes 2 eggs from the box. A woman places 3 eggs in the box. How many eggs does the box have?,There is a box. It has 8 eggs. A man takes 2 eggs from the box. A woman places 3 eggs in the box. How many eggs does the box have?
A girl has 2 bags with 2 marbles in each bag. A man has 2 bags with 3 marbles in each bag. The man loses 1 marble and the girl finds the marble. How many marbles does the girl have?,A girl has 2 bags with 2 marbles in each bag. A man has 2 bags with 3 marbles in each bag. The man loses 1 marble and the girl finds the marble. How many marbles does the girl have?
A man has 2 pockets with 3 coins in each pocket. A girl has 3 pockets with 2 coins in each pocket. The girl loses 2 coins and the man finds 2 coins. How many coins does the man have?,A man has 2 pockets with 3 coins in each pocket. A girl has 3 pockets with 2 coins in each pocket. The girl loses 2 coins and the man finds 2 coins. How many coins does the man have?
A teacher has 3 cups with 5 pens in each cup. A student has 2 cups with 7 pens in each cup. The student loses 3 pens and the teacher finds 3 pens. How many pens does the teacher have?,A teacher has 3 cups with 5 pens in each cup. A student has 2 cups with 7 pens in each cup. The student loses 3 pens and the teacher finds 3 pens. How many pens does the teacher have?
A rabbit has 2 holes with 8 carrots in each hole. A child has 2 pockets with 2 carrots in each pocket. The child loses 1 carrot and the rabbit finds the carrot. How many carrots does the rabbit have?,A rabbit has 2 holes with 8 carrots in each hole. A child has 2 pockets with 2 carrots in each pocket. The child loses 1 carrot and the rabbit finds the carrot. How many carrots does the rabbit have?
There are 2 chalkboards. If there is a chalkboard then it needs 2 chalks. How many chalks do the chalkboards need?,There are 2 chalkboards. If there is a chalkboard then it needs 2 chalks. How many chalks do the chalkboards need?
There are 5 cars. If there is a car then it needs 4 wheels. How many wheels do the cars need?,There are 5 cars. If there is a car then it needs 4 wheels. How many wheels do the cars need?
There are 5 children. If there is a child then the child needs 2 shoes. How many shoes do the children need?,There are 5 children. If there is a child then the child needs 2 shoes. How many shoes do the children need?
There are 5 tables. If there is a table then it needs 4 chairs. How many chairs do the tables need?,There are 5 tables. If there is a table then it needs 4 chairs. How many chairs do the tables need?
There are 3 chalkboards. Each chalkboard has 2 chalks. A man removes 1 chalk from every chalkboard. How many chalks do the chalkboards have?,There are 3 chalkboards. Each chalkboard has 2 chalks. A man removes 1 chalk from every chalkboard. How many chalks do the chalkboards have?
There are 5 cars. Each car has 4 wheels. A man removes 2 wheels from every car. How many wheels do the cars have?,There are 5 cars. Each car has 4 wheels. A man removes 2 wheels from every car. How many wheels do the cars have?
There are 2 spiders. Each spider has 8 legs. A child removes 3 legs from every spider. How many legs do the spiders have?,There are 2 spiders. Each spider has 8 legs. A child removes 3 legs from every spider. How many legs do the spiders have?
There are 5 trees. Each tree has 10 branches. A farmer removes 2 branches from every tree. How many branches do the trees have?,There are 5 trees. Each tree has 10 branches. A farmer removes 2 branches from every tree. How many branches do the trees have?
A man had 3 apples. A woman gave 4 apples to the man. How many apples did the man have?,A man has 3 apples. A woman gives 4 apples to the man. How many apples does the man have?
A woman had 1 ball. A man gave 9 balls to the woman. How many balls did the woman have?,A woman has 1 ball. A man gives 9 balls to the woman. How many balls does the woman have?
A boy had 8 bananas. A girl gave 1 banana to the boy. How many bananas did the boy have?,A boy has 8 bananas. A girl gives 1 banana to the boy. How many bananas does the boy have?
A girl had 3 melons. A boy gave 6 melons to the girl. How many melons did the girl have?,A girl has 3 melons. A boy gives 6 melons to the girl. How many melons does the girl have?
A restaurant had 175 normal chairs and 20 junior chairs. How many chairs did the restaurant have?,A restaurant has 175 normal chairs. The restaurant has 20 junior chairs. How many chairs does the restaurant have?
A store had 375 black shirts and 40 white shirts. How many shirts did the store have?,A store has 375 black shirts. The store has 40 white shirts. How many shirts does the store have?
A club had 100 dutch players and 110 belgian players. How many players did the club have?,A club has 100 dutch players. The club has 110 belgian players. How many players does the club have?
A school had 50 male students and 90 female students. How many students did the school have?,A school has 50 male students. The school has 90 female students. How many students does the school have?
A man had 320 brown cookies and 270 white cookies. How many cookies did the man have?,A man has 320 brown cookies. The man has 270 white cookies. How many cookies does the man have?
A city had 400 old houses and 50 new houses. How many houses did the city have?,A city has 400 old houses. The city has 50 new houses. How many houses does the city have?
A zoo had 123 brown animals and 55 white animals. How many animals did the zoo have?,A zoo has 123 brown animals. The zoo has 55 white animals. How many animals does the zoo have?
A game had 200 male characters and 200 female characters. How many characters did the game have?,A game has 200 male characters. The game has 200 female characters. How many characters does the game have?
A man had 2 books. He got 2 books from a library. The man got 4 books from a friend. How many books did the man have?,A man has 2 books. He gets 2 books from a library. The man gets 4 books from a friend. How many books does the man have?
A woman had 2 pillows. She got 2 pillows from a store. The woman got 2 pillows from a friend. How many pillows did the woman have?,A woman has 2 pillows. She gets 2 pillows from a store. The woman gets 2 pillows from a friend. How many pillows does the woman have?
A kid had 4 toys. The kid got 8 toys from a organization. The kid got 3 toys from a mother. How many toys did the kid have?,A kid has 4 toys. The kid gets 8 toys from a organization. The kid gets 3 toys from a mother. How many toys does the kid have?
A businessman had 2 cars. The businessman got 1 car from a business. The businessman got 3 cars from a partner. How many cars did the businessman have?,A businessman has 2 cars. The businessman gets 1 car from a business. The businessman gets 3 cars from a partner. How many cars does the businessman have?
A pizzeria had 3 pizzas. A customer bought 1 pizza from the pizzeria. How many pizzas did the pizzeria have?,A pizzeria has 3 pizzas. A customer buys 1 pizza from the pizzeria. How many pizzas does the pizzeria have?
A boy had 15 toys. A friend stole 3 toys. How many toys did the boy have?,A boy has 15 toys. A friend steals 3 toys from the boy. How many toys does the boy have?
A store had 20 shirts. The store sold 5 shirts. How many shirts did the store have?,A store has 20 shirts. The store sells 5 shirts. How many shirts does the store have?
An aquarium had 13 fish. 2 fish died. How many fish did the aquarium have?,An aquarium has 13 fish. The aquarium loses 2 fish. How many fish does the aquarium have?
A man had 20 euros. He lost 10 euros. How many euros did the man have?,A man has 20 euros. He loses 10 euros. How many euros does the man have?
A dog had 2 birds. 1 bird flew from the dog. How many birds did the dog have?,A dog has 2 birds. 1 bird flees from the dog. How many birds does the dog have?
A landlord had 10 houses. The landlord sold 2 houses. How many houses did the landlord have?,A landlord has 10 houses. The landlord sells 2 houses. How many houses does the landlord have?
A woman had 15 dollars. She lost 5 dollars. How many dollars did she have?,A woman has 15 dollars. She loses 5 dollars. How many dollars does she have?
A man had 1000 ants. He sold 213 ants. How many ants did he have?,A man has 1000 ants. He sells 213 ants. How many ants does he have?
An investor had 1200 bitcoin. The investor sold 444 bitcoin. How many bitcoin did the investor have?,An investor has 1200 bitcoin. The investor sells 444 bitcoin. How many bitcoin does the investor have?
A trader had 1500 stocks. The trader sold 1200 stocks. How many stocks did the trader have?,A trader has 1500 stocks. The trader sells 1200 stocks. How many stocks does the trader have?
A big company had 2211 airplanes. The company sold 555 airplanes. How many airplanes did the company have?,A big company has 2211 airplanes. The company sells 555 airplanes. How many airplanes does the company have?
A teacher had 30 pencils. The teacher gave 2 pencils to a girl. The teacher gave 3 pencils to a boy. How many pencils did the teacher have?,A teacher has 30 pencils. The teacher gives 2 pencils to a girl. The teacher gives 3 pencils to a boy. How many pencils does the teacher have?
A mother had 10 cookies. The mother gave 3 cookies to a son. The mother gave 6 cookies to a daughter. How many cookies did the mother have?,A mother has 10 cookies. The mother gives 3 cookies to a son. The mother gives 6 cookies to a daughter. How many cookies does the mother have?
A girl had 25 coins. The girl gave 6 coins to a friend. The girl gave 12 coins to a mother. How many coins did the girl have?,A girl has 25 coins. The girl gives 6 coins to a friend. The girl gives 12 coins to a mother. How many coins does the girl have?
A boy had 25 books. The boy gave 3 books to a friend. The boy gave 9 books to a teacher. How many books did the boy have?,A boy has 25 books. The boy gives 3 books to a friend. The boy gives 9 books to a teacher. How many books does the boy have?
There was a boy. There was a girl. A man had 4 pieces. If he had 2 pieces then the girl got 1 piece from the man and the boy got 1 piece from the man. How many pieces did the boy have?,There is a boy. There is a girl. A man has 4 pieces. If he has 2 pieces then the girl gets 1 piece from the man and the boy gets 1 piece from the man. How many pieces does the boy have?
There was a man. There was a woman. A bread had 24 slices. If a bread had 2 slices then the man got 1 slice of the bread and the woman got 1 slice of the bread. How many slices did the woman have?,There is a man. There is a woman. A bread has 24 slices. If a bread has 2 slices then the man gets 1 slice of the bread and the woman gets 1 slice of the bread. How many slices does the woman have?
There was a mother. There was a father. A bottle had 6 glasses. If a bottle had 2 glasses then the father got 1 glass from the bottle and the mother got 1 glass from the bottle. How many glasses did the mother have?,There is a mother. There is a father. A bottle has 6 glasses. If a bottle has 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. How many glasses does the mother have?
There was a boyfriend. There was a girlfriend. A wallet had 100 euros. If the wallet had 2 euros then the boyfriend got 1 euro from the wallet and the girlfriend got1 euro from the wallet. How many euros did the boyfriend have?,There is a boyfriend. There is a girlfriend. A wallet has 100 euros. If the wallet has 2 euros then the boyfriend gets 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. How many euros does the boyfriend have?
A man had 10 tickets. If he had 5 tickets then he got a ride. How many rides did he get?,A man has 10 tickets. If he has 5 tickets then he gets a ride. How many rides does he get?
A school had 100 students. If it had 25 students then it got a class. How many classes did the school have?,A school has 100 students. If it has 25 students then it gets a class. How many classes does the school have?
A woman had 100 coupons. If she had 20 coupons then she had 1 plate. How many plates did she get?,A woman has 100 coupons. If she has 20 coupons then she has 1 plate. How many plates does she get?
A boy worked 48 weeks. If he worked 4 weeks then he had 1 free day. How many free days did the boy have?,A boy works 48 weeks. If he works 4 weeks then he has 1 free day. How many free days does the boy have?
A man had 1000 euros. If the man had at least 50 euros then he bought a laptop. How many laptops did the man buy?,A man has 1000 euros. If the man has at least 50 euros then he buys a laptop. How many laptops does the man buy?
A woman had 12 eggs. If she had 2 eggs then she baked a cake. How many cakes did the woman bake?,A woman has 12 eggs. If she has 2 eggs then she bakes a cake. How many cakes does the woman bake?
An athlete ran 60 minutes. If the athlete ran 10 minutes then the athlete ran 3 laps. How many laps did the athlete run?,An athlete runs 60 minutes. If the athlete runs 10 minutes then the athlete runs 3 laps. How many laps does the athlete run?
A student had 500 euros. If the student had at least 250 euros then the student bought a bike. How many bikes did the student buy?,A student has 500 euros. If the student has at least 250 euros then the student buys a bike. How many bikes does the student have?
A man had 1000 euros. If he had at least 50 euros then he bought a laptop for 50 euros. How many euros did the man buy?,A man has 1000 euros. If he has at least 50 euros then he buys a laptop for 50 euros. How many euros does the man have?
A woman had 500 dollars. If she had at least 28 dollars then she bought a lipstick for 28 dollars. How many dollars did the woman have?,A woman has 500 dollars. If she has at least 28 dollars then she buys a lipstick for 28 dollars. How many dollars does the woman have?
A man had 100 dollars. If he had at least 30 dollars then he bought a game for 30 dollars. How many dollars did the man have?,A man has 100 dollars. If he has at least 30 dollars then he buys a game for 30 dollars. How many dollars does the man have?
A woman had 200 euros. If she had at least 80 euros then she bought a handbag for 80 euros. How many euros did the woman have?,A woman has 200 euros. If she has at least 80 euros then she buys a handbag for 80 euros. How many euros does the woman have?
A man had 2 cards. Each of the cards had 2 hearts. How many hearts did the cards have?,A man has 2 cards. Each of the cards has 2 hearts. How many hearts do the cards have?
A student had 3 books. Each of the books had 14 chapters. How many chapters did the student have to read?,A student has 3 books. Each of the books has 14 chapters. How many chapters does the student have to read?
A grandmother had 7 grandchilderen. Each grandchild wanted two toys. How many toys did the grandmother buy?,A grandmother has 7 grandchildren. Each grandchild wants two toys. How many toys does the grandmother buy?
A house had 5 doors. Each door had 3 locks. How many locks did the house have?,A house has 5 doors. Each door has 3 locks. How many locks does the house have?
A theatre had 25 rows. Each row had 20 seats. How many seats did the theatre have?,A theatre has 25 rows. Each row has 20 seats. How many seats does the theatre have?
A school had 14 classrooms. Each classroom had 28 chairs. How many chairs did the school have?,A school has 14 classrooms. Each classroom has 28 chairs. How many chairs does the school have?
A bunny had 2 baskets. Each basket had 14 eggs. How many eggs did the bunny have?,A bunny has 2 baskets. Each basket has 14 eggs. How many eggs does the bunny have?
An influencer had two accounts. Each account had 500 followers. How many followers did the influencer have?,An influencer has two accounts. Each account has 500 followers. How many followers does the influencer have?
An area had 10 rows. Each row had 10 columns. Each column had 2 flowers. How many flowers did the area have?,An area has 10 rows. Each row has 10 columns. Each column has 2 flowers. How many flowers does the area have?
A store had 52 cars. Each car had 4 doors. Each door had 1 handle. How many handles did the store have?,A store has 52 cars. Each car has 4 doors. Each door has 1 handle. How many handles does the store have?
A street had 10 houses. Each house had 3 stairs. Each stair had 10 steps. How many steps did the street have?,A street has 10 houses. Each house has 3 stairs. Each stair has 10 steps. How many steps does the street have?
A man had 2 women. Each woman had 3 kids. Each kid neded 1 coat. How many coats did the man have to buy?,A man has 2 women. Each woman has 3 kids. Each kid needs 1 coat. How many coats does the man have to buy?
A year had 365 days. Each day had 24 hours. Each hour had 60 minutes. Each minute had 60 seconds. How many seconds did the year have?,A year has 365 days. Each day has 24 hours. Each hour has 60 minutes. Each minute has 60 seconds. How many seconds does a year have?
A year had 52 weeks. Each week had 7 days. Each day had 24 hours. Each hour had 60 minutes. How many minutes did the year have?,A year has 52 weeks. Each week has 7 days. Each day has 24 hours. Each hour has 60 minutes. How many minutes does a year have?
A school had 15 classes. Each class had 25 students. Each student had 2 legs. Each leg had 1 shoe. How many shoes did the school have?,A school has 15 classes. Each class has 25 students. Each student has 2 legs. Each leg has 1 shoe. How many shoes does a school have?
A village had 50 streets. Each street had 15 houses. Each house had 5 beds. Each bed had 1 pillow. How many pillows did the village have?,A village has 50 streets. Each street has 15 houses. Each house has 5 beds. Each bed has 1 pillow. How many pillows does a village have?
There was a library. It had 235 books. A man toke 12 books from the library. A girl gave 10 books to the library. How many books did the library have?,There is a library. It has 235 books. A man takes 12 books from the library. A girl gives 10 books to the library. How many books does the library have?
A boy had a piggybank. It had 10 dollars. The boy toke 2 dollars from the piggybank. A mother gave the piggybank 3 dollars. How many dollars did the piggybank have?,A boy has a piggybank. It has 10 dollars. The boy takes 2 dollars from the piggybank. A mother gives the piggybank 3 dollars. How many dollars does the piggybank have?
There was a bowl. It had 3 bananas. A child toke 1 banana from the bowl. A father gave 5 bananas to the bowl. How many bananas did the bowl have?,There is a bowl. It has 3 bananas. A child takes 1 banana from the bowl. A father gives 5 bananas to the bowl. How many bananas does the bowl have?
There was a box. It had 8 eggs. A man took 2 eggs from the box. A woman placed 3 eggs in the box. How many eggs did the box have?,There is a box. It has 8 eggs. A man takes 2 eggs from the box. A woman places 3 eggs in the box. How many eggs does the box have?
A girl had 2 bags with 2 marbles in each bag. A man had 2 bags with 3 marbles in each bag. The man lost 1 marble and the girl found the marble. How many marbles did the girl have?,A girl has 2 bags with 2 marbles in each bag. A man has 2 bags with 3 marbles in each bag. The man loses 1 marble and the girl finds the marble. How many marbles does the girl have?
A man had 2 pockets with 3 coins in each pocket. A girl had 3 pockets with 2 coins in each pocket. The girl lost 2 coins and the man found 2 coins. How many coins did the man have?,A man has 2 pockets with 3 coins in each pocket. A girl has 3 pockets with 2 coins in each pocket. The girl loses 2 coins and the man finds 2 coins. How many coins does the man have?
A teacher had 3 cups with 5 pens in each cup. A student had 2 cups with 7 pens in each cup. The student lost 3 pens and the teacher found 3 pens. How many pens did the teacher have?,A teacher has 3 cups with 5 pens in each cup. A student has 2 cups with 7 pens in each cup. The student loses 3 pens and the teacher finds 3 pens. How many pens does the teacher have?
A rabbit had 2 holes with 8 carrots in each hole. A child had 2 pockets with 2 carrots in each pocket. The child lost 1 carrot and the rabbit found the carrot. How many carrots did the rabbit have?,A rabbit has 2 holes with 8 carrots in each hole. A child has 2 pockets with 2 carrots in each pocket. The child loses 1 carrot and the rabbit finds the carrot. How many carrots does the rabbit have?
There were 2 chalkboards. If there is a chalkboard then it needed 2 chalks. How many chalks do the chalkboards need?,There are 2 chalkboards. If there is a chalkboard then it needs 2 chalks. How many chalks do the chalkboards need?
There were 5 cars. If there was a car then it needed 4 wheels. How many wheels do the cars need?,There are 5 cars. If there is a car then it needs 4 wheels. How many wheels do the cars need?
There were 5 children. If there was a child then the child needed 2 shoes. How many shoes do the children need?,There are 5 children. If there is a child then the child needs 2 shoes. How many shoes do the children need?
There were 5 tables. If there was a table then it needed 4 chairs. How many chairs do the tables need?,There are 5 tables. If there is a table then it needs 4 chairs. How many chairs do the tables need?
