input_text,target_text
A girl is wearing a lot of melons. A boy gives 6 melons to the girl. How many melons does the girl have?,A girl has 3 melons. A boy gives 6 melons to the girl. How many melons does the girl have?
A girl has 3 melons. A boy gives her a handful of melons. How many melons does the girl have?,A girl has 3 melons. A boy gives 6 melons to the girl. How many melons does the girl have?
A girl has 3 melons. A boy gives 6 melons to the girl. Show how many melons a woman has?,A girl has 3 melons. A boy gives 6 melons to the girl. How many melons does the girl have?
A girl is wearing a lot of melons. A boy gives her a handful of melons. Show how many melons a woman has?,A girl has 3 melons. A boy gives 6 melons to the girl. How many melons does the girl have?
A girl has 3 melons. A boy gives 6 melons to the girl. How many melons does the girl have?,A girl has 3 melons. A boy gives 6 melons to the girl. How many melons does the girl have?
A restaurant has 175 standard seats and 20 junior seats. How many chairs does the restaurant have?,A restaurant has 175 normal chairs and 20 junior chairs. How many chairs does the restaurant have?
A restaurant has 175 normal chairs and 20 junior chairs. There's enough space at the restaurant?,A restaurant has 175 normal chairs and 20 junior chairs. How many chairs does the restaurant have?
A restaurant has 175 standard seats and 20 junior seats. There's enough space at the restaurant?,A restaurant has 175 normal chairs and 20 junior chairs. How many chairs does the restaurant have?
A restaurant has 175 normal chairs and 20 junior chairs. How many chairs does the restaurant have?,A restaurant has 175 normal chairs and 20 junior chairs. How many chairs does the restaurant have?
A store sells 375 white shirts 40 black shirts. How many shirts does the store have?,A store has 375 black shirts and 40 white shirts. How many shirts does the store have?
A store has 375 black shirts and 40 white shirts. How many shirts you have?,A store has 375 black shirts and 40 white shirts. How many shirts does the store have?
A store sells 375 white shirts 40 black shirts. How many shirts you have?,A store has 375 black shirts and 40 white shirts. How many shirts does the store have?
A store has 375 black shirts and 40 white shirts. How many shirts does the store have?,A store has 375 black shirts and 40 white shirts. How many shirts does the store have?
A club has 100 belgian and 110 dutch players. How many players does the club have?,A club has 100 dutch players and 110 belgian players. How many players does the club have?
A club has 100 dutch players and 110 belgian players. Show me the number of players in your club?,A club has 100 dutch players and 110 belgian players. How many players does the club have?
A club has 100 belgian and 110 dutch players. Show me the number of players in your club?,A club has 100 dutch players and 110 belgian players. How many players does the club have?
A club has 100 dutch players and 110 belgian players. How many players does the club have?,A club has 100 dutch players and 110 belgian players. How many players does the club have?
There are 50 male students and 90 females in the school. How many students does the school have?,A school has 50 male students and 90 female students. How many students does the school have?
A school has 50 male students and 90 female students. What kind of students do schools have?,A school has 50 male students and 90 female students. How many students does the school have?
There are 50 male students and 90 females in the school. What kind of students do schools have?,A school has 50 male students and 90 female students. How many students does the school have?
A school has 50 male students and 90 female students. How many students does the school have?,A school has 50 male students and 90 female students. How many students does the school have?
There are 320 white and 270 brown cookies. How many cookies does the man have?,A man has 320 brown cookies and 270 white cookies. How many cookies does the man have?
A man has 320 brown cookies and 270 white cookies. Does a man actually have more than one cookie?,A man has 320 brown cookies and 270 white cookies. How many cookies does the man have?
There are 320 white and 270 brown cookies. Does a man actually have more than one cookie?,A man has 320 brown cookies and 270 white cookies. How many cookies does the man have?
A man has 320 brown cookies and 270 white cookies. How many cookies does the man have?,A man has 320 brown cookies and 270 white cookies. How many cookies does the man have?
There are 400 old and 50 new houses in the city. How many houses does the city have?,A city has 400 old houses and 50 new houses. How many houses does the city have?
A city has 400 old houses and 50 new houses. Show me the number of houses in a city?,A city has 400 old houses and 50 new houses. How many houses does the city have?
There are 400 old and 50 new houses in the city. Show me the number of houses in a city?,A city has 400 old houses and 50 new houses. How many houses does the city have?
A city has 400 old houses and 50 new houses. How many houses does the city have?,A city has 400 old houses and 50 new houses. How many houses does the city have?
A zoo has 123 brown animals and 55 white animals. How many animals does the zoo have?,A zoo has 123 brown animals and 55 white animals. How many animals does the zoo have?
A zoo has 123 brown animals and 55 white animals. There are more animals in the zoo?,A zoo has 123 brown animals and 55 white animals. How many animals does the zoo have?
A zoo has 123 brown animals and 55 white animals. There are more animals in the zoo?,A zoo has 123 brown animals and 55 white animals. How many animals does the zoo have?
A zoo has 123 brown animals and 55 white animals. How many animals does the zoo have?,A zoo has 123 brown animals and 55 white animals. How many animals does the zoo have?
A game has 200 male and 200 female characters. How many characters does the game have?,A game has 200 male characters and 200 female characters. How many characters does the game have?
A game has 200 male characters and 200 female characters. Is there a character in the game?,A game has 200 male characters and 200 female characters. How many characters does the game have?
A game has 200 male and 200 female characters. Is there a character in the game?,A game has 200 male characters and 200 female characters. How many characters does the game have?
A game has 200 male characters and 200 female characters. How many characters does the game have?,A game has 200 male characters and 200 female characters. How many characters does the game have?
One guy has two books. He gets 2 books from a library. The man gets 4 books from a friend. How many books does the man have?,A man has 2 books. He gets 2 books from a library. The man gets 4 books from a friend. How many books does the man have?
A man has 2 books. Two books from a library are given to him. The man gets 4 books from a friend. How many books does the man have?,A man has 2 books. He gets 2 books from a library. The man gets 4 books from a friend. How many books does the man have?
A man has 2 books. He gets 2 books from a library. One of his friends gave him four books. How many books does the man have?,A man has 2 books. He gets 2 books from a library. The man gets 4 books from a friend. How many books does the man have?
A man has 2 books. He gets 2 books from a library. The man gets 4 books from a friend. Does a man have all sorts of books?,A man has 2 books. He gets 2 books from a library. The man gets 4 books from a friend. How many books does the man have?
One guy has two books. Two books from a library are given to him. One of his friends gave him four books. Does a man have all sorts of books?,A man has 2 books. He gets 2 books from a library. The man gets 4 books from a friend. How many books does the man have?
A man has 2 books. He gets 2 books from a library. The man gets 4 books from a friend. How many books does the man have?,A man has 2 books. He gets 2 books from a library. The man gets 4 books from a friend. How many books does the man have?
There are two cushions. She gets 2 pillows from a store. The woman gets 2 pillows from a friend. How many pillows does the woman have?,A woman has 2 pillows. She gets 2 pillows from a store. The woman gets 2 pillows from a friend. How many pillows does the woman have?
A woman has 2 pillows. She gets two pillows from the store. The woman gets 2 pillows from a friend. How many pillows does the woman have?,A woman has 2 pillows. She gets 2 pillows from a store. The woman gets 2 pillows from a friend. How many pillows does the woman have?
A woman has 2 pillows. She gets 2 pillows from a store. She received two pillows from a friend. How many pillows does the woman have?,A woman has 2 pillows. She gets 2 pillows from a store. The woman gets 2 pillows from a friend. How many pillows does the woman have?
A woman has 2 pillows. She gets 2 pillows from a store. The woman gets 2 pillows from a friend. Does a girl have enough pillows?,A woman has 2 pillows. She gets 2 pillows from a store. The woman gets 2 pillows from a friend. How many pillows does the woman have?
There are two cushions. She gets two pillows from the store. She received two pillows from a friend. Does a girl have enough pillows?,A woman has 2 pillows. She gets 2 pillows from a store. The woman gets 2 pillows from a friend. How many pillows does the woman have?
A woman has 2 pillows. She gets 2 pillows from a store. The woman gets 2 pillows from a friend. How many pillows does the woman have?,A woman has 2 pillows. She gets 2 pillows from a store. The woman gets 2 pillows from a friend. How many pillows does the woman have?
A toddler has four toys. The kid gets 8 toys from a organization. The kid gets 3 toys from a mother. How many toys does the kid have?,A kid has 4 toys. The kid gets 8 toys from a organization. The kid gets 3 toys from a mother. How many toys does the kid have?
A kid has 4 toys. He gets 8 toys from a group of people. The kid gets 3 toys from a mother. How many toys does the kid have?,A kid has 4 toys. The kid gets 8 toys from a organization. The kid gets 3 toys from a mother. How many toys does the kid have?
A kid has 4 toys. The kid gets 8 toys from a organization. The child receives 3 of his mother's toys. How many toys does the kid have?,A kid has 4 toys. The kid gets 8 toys from a organization. The kid gets 3 toys from a mother. How many toys does the kid have?
A kid has 4 toys. The kid gets 8 toys from a organization. The kid gets 3 toys from a mother. How many toys do a little one have?,A kid has 4 toys. The kid gets 8 toys from a organization. The kid gets 3 toys from a mother. How many toys does the kid have?
A toddler has four toys. He gets 8 toys from a group of people. The child receives 3 of his mother's toys. How many toys do a little one have?,A kid has 4 toys. The kid gets 8 toys from a organization. The kid gets 3 toys from a mother. How many toys does the kid have?
A kid has 4 toys. The kid gets 8 toys from a organization. The kid gets 3 toys from a mother. How many toys does the kid have?,A kid has 4 toys. The kid gets 8 toys from a organization. The kid gets 3 toys from a mother. How many toys does the kid have?
He has two cars. The businessman gets 1 car from a business. The businessman gets 3 cars from a partner. How many cars does the businessman have?,A businessman has 2 cars. The businessman gets 1 car from a business. The businessman gets 3 cars from a partner. How many cars does the businessman have?
A businessman has 2 cars. The owner of this business owns 1 car. The businessman gets 3 cars from a partner. How many cars does the businessman have?,A businessman has 2 cars. The businessman gets 1 car from a business. The businessman gets 3 cars from a partner. How many cars does the businessman have?
A businessman has 2 cars. The businessman gets 1 car from a business. The owner gets 3 cars from his partner. How many cars does the businessman have?,A businessman has 2 cars. The businessman gets 1 car from a business. The businessman gets 3 cars from a partner. How many cars does the businessman have?
A businessman has 2 cars. The businessman gets 1 car from a business. The businessman gets 3 cars from a partner. Did an individual have too many cars?,A businessman has 2 cars. The businessman gets 1 car from a business. The businessman gets 3 cars from a partner. How many cars does the businessman have?
He has two cars. The owner of this business owns 1 car. The owner gets 3 cars from his partner. Did an individual have too many cars?,A businessman has 2 cars. The businessman gets 1 car from a business. The businessman gets 3 cars from a partner. How many cars does the businessman have?
A businessman has 2 cars. The businessman gets 1 car from a business. The businessman gets 3 cars from a partner. How many cars does the businessman have?,A businessman has 2 cars. The businessman gets 1 car from a business. The businessman gets 3 cars from a partner. How many cars does the businessman have?
There's a pizza place with three pizzas. A customer buys 1 pizza from the pizzeria. How many pizzas does the pizzeria have?,A pizzeria has 3 pizzas. A customer buys 1 pizza from the pizzeria. How many pizzas does the pizzeria have?
A pizzeria has 3 pizzas. Customers buy 1 pizza at the pizzeria. How many pizzas does the pizzeria have?,A pizzeria has 3 pizzas. A customer buys 1 pizza from the pizzeria. How many pizzas does the pizzeria have?
A pizzeria has 3 pizzas. A customer buys 1 pizza from the pizzeria. List the number of pizzas in a pizza joint?,A pizzeria has 3 pizzas. A customer buys 1 pizza from the pizzeria. How many pizzas does the pizzeria have?
There's a pizza place with three pizzas. Customers buy 1 pizza at the pizzeria. List the number of pizzas in a pizza joint?,A pizzeria has 3 pizzas. A customer buys 1 pizza from the pizzeria. How many pizzas does the pizzeria have?
A pizzeria has 3 pizzas. A customer buys 1 pizza from the pizzeria. How many pizzas does the pizzeria have?,A pizzeria has 3 pizzas. A customer buys 1 pizza from the pizzeria. How many pizzas does the pizzeria have?
There's 15 toys in the house. A friend steals 3 toys. How many toys does the boy have?,A boy has 15 toys. A friend steals 3 toys. How many toys does the boy have?
A boy has 15 toys. Three toys stole by a friend. How many toys does the boy have?,A boy has 15 toys. A friend steals 3 toys. How many toys does the boy have?
A boy has 15 toys. A friend steals 3 toys. How many toys do boys have?,A boy has 15 toys. A friend steals 3 toys. How many toys does the boy have?
There's 15 toys in the house. Three toys stole by a friend. How many toys do boys have?,A boy has 15 toys. A friend steals 3 toys. How many toys does the boy have?
A boy has 15 toys. A friend steals 3 toys. How many toys does the boy have?,A boy has 15 toys. A friend steals 3 toys. How many toys does the boy have?
There's a shop of 20 shirts. The store sells 5 shirts. How many shirts does the store have?,A store has 20 shirts. The store sells 5 shirts. How many shirts does the store have?
A store has 20 shirts. Five shirts are available at the shop. How many shirts does the store have?,A store has 20 shirts. The store sells 5 shirts. How many shirts does the store have?
A store has 20 shirts. The store sells 5 shirts. How many shirts do you have?,A store has 20 shirts. The store sells 5 shirts. How many shirts does the store have?
There's a shop of 20 shirts. Five shirts are available at the shop. How many shirts do you have?,A store has 20 shirts. The store sells 5 shirts. How many shirts does the store have?
A store has 20 shirts. The store sells 5 shirts. How many shirts does the store have?,A store has 20 shirts. The store sells 5 shirts. How many shirts does the store have?
There are 13 fish in the aquarium. 2 fish die. How many fish does the aquarium have?,A aquarium has 13 fish. 2 fish die. How many fish does the aquarium have?
A aquarium has 13 fish. Two of them are dead. How many fish does the aquarium have?,A aquarium has 13 fish. 2 fish die. How many fish does the aquarium have?
A aquarium has 13 fish. 2 fish die. How many fish have aquariums?,A aquarium has 13 fish. 2 fish die. How many fish does the aquarium have?
There are 13 fish in the aquarium. Two of them are dead. How many fish have aquariums?,A aquarium has 13 fish. 2 fish die. How many fish does the aquarium have?
A aquarium has 13 fish. 2 fish die. How many fish does the aquarium have?,A aquarium has 13 fish. 2 fish die. How many fish does the aquarium have?
A man has 20 euros. He loses 10 euros. How many euros does the man have?,A man has 20 euros. He loses 10 euros. How many euros does the man have?
A man has 20 euros. He loses 10 euros. How many euros does the man have?,A man has 20 euros. He loses 10 euros. How many euros does the man have?
A man has 20 euros. He loses 10 euros. Do you know how much money a man has?,A man has 20 euros. He loses 10 euros. How many euros does the man have?
A man has 20 euros. He loses 10 euros. Do you know how much money a man has?,A man has 20 euros. He loses 10 euros. How many euros does the man have?
A man has 20 euros. He loses 10 euros. How many euros does the man have?,A man has 20 euros. He loses 10 euros. How many euros does the man have?
A dog is surrounded by two birds. 1 bird flees from the dog. How many birds does the dog have?,A dog has 2 birds. 1 bird flees from the dog. How many birds does the dog have?
A dog has 2 birds. One bird flees from the dog. How many birds does the dog have?,A dog has 2 birds. 1 bird flees from the dog. How many birds does the dog have?
A dog has 2 birds. 1 bird flees from the dog. If you can list the number of birds that can be fed to dogs?,A dog has 2 birds. 1 bird flees from the dog. How many birds does the dog have?
A dog is surrounded by two birds. One bird flees from the dog. If you can list the number of birds that can be fed to dogs?,A dog has 2 birds. 1 bird flees from the dog. How many birds does the dog have?
A dog has 2 birds. 1 bird flees from the dog. How many birds does the dog have?,A dog has 2 birds. 1 bird flees from the dog. How many birds does the dog have?
The owner owns 10 houses. The landlord sells 2 houses. How many houses does the landlord have?,A landlord has 10 houses. The landlord sells 2 houses. How many houses does the landlord have?
A landlord has 10 houses. The landlord will sell two homes. How many houses does the landlord have?,A landlord has 10 houses. The landlord sells 2 houses. How many houses does the landlord have?
A landlord has 10 houses. The landlord sells 2 houses. The landlord has lots of houses?,A landlord has 10 houses. The landlord sells 2 houses. How many houses does the landlord have?
The owner owns 10 houses. The landlord will sell two homes. The landlord has lots of houses?,A landlord has 10 houses. The landlord sells 2 houses. How many houses does the landlord have?
A landlord has 10 houses. The landlord sells 2 houses. How many houses does the landlord have?,A landlord has 10 houses. The landlord sells 2 houses. How many houses does the landlord have?
A woman in the bank has 15 dollars in her account. She loses 5 dollars. How many dollars does she have?,A woman has 15 dollars. She loses 5 dollars. How many dollars does she have?
A woman has 15 dollars. She lost five bucks. How many dollars does she have?,A woman has 15 dollars. She loses 5 dollars. How many dollars does she have?
A woman has 15 dollars. She loses 5 dollars. How much money do she have?,A woman has 15 dollars. She loses 5 dollars. How many dollars does she have?
A woman in the bank has 15 dollars in her account. She lost five bucks. How much money do she have?,A woman has 15 dollars. She loses 5 dollars. How many dollars does she have?
A woman has 15 dollars. She loses 5 dollars. How many dollars does she have?,A woman has 15 dollars. She loses 5 dollars. How many dollars does she have?
A man has a thousand ants in his stomach. He sells 213 ants. How many ants does he have?,A man has 1000 ants. He sells 213 ants. How many ants does he have?
A man has 1000 ants. He sold him 213 ants. How many ants does he have?,A man has 1000 ants. He sells 213 ants. How many ants does he have?
A man has 1000 ants. He sells 213 ants. How many ants a man has?,A man has 1000 ants. He sells 213 ants. How many ants does he have?
A man has a thousand ants in his stomach. He sold him 213 ants. How many ants a man has?,A man has 1000 ants. He sells 213 ants. How many ants does he have?
A man has 1000 ants. He sells 213 ants. How many ants does he have?,A man has 1000 ants. He sells 213 ants. How many ants does he have?
He had a whopping 1200 bitcoins. The investor sells 444 bitcoin. How many bitcoin does the investor have?,An investor has 1200 bitcoin. The investor sells 444 bitcoin. How many bitcoin does the investor have?
An investor has 1200 bitcoin. Investors have sold 444 bitcoins. How many bitcoin does the investor have?,An investor has 1200 bitcoin. The investor sells 444 bitcoin. How many bitcoin does the investor have?
An investor has 1200 bitcoin. The investor sells 444 bitcoin. Is there enough bitcoin?,An investor has 1200 bitcoin. The investor sells 444 bitcoin. How many bitcoin does the investor have?
He had a whopping 1200 bitcoins. Investors have sold 444 bitcoins. Is there enough bitcoin?,An investor has 1200 bitcoin. The investor sells 444 bitcoin. How many bitcoin does the investor have?
An investor has 1200 bitcoin. The investor sells 444 bitcoin. How many bitcoin does the investor have?,An investor has 1200 bitcoin. The investor sells 444 bitcoin. How many bitcoin does the investor have?
A trading partner has a 1500 total shareholding. The trader sells 1200 stocks. How many stocks does the trader have?,A trader has 1500 stocks. The trader sells 1200 stocks. How many stocks does the trader have?
A trader has 1500 stocks. The trader sells 1200 shares to investors. How many stocks does the trader have?,A trader has 1500 stocks. The trader sells 1200 stocks. How many stocks does the trader have?
A trader has 1500 stocks. The trader sells 1200 stocks. How many stocks do an average trader have?,A trader has 1500 stocks. The trader sells 1200 stocks. How many stocks does the trader have?
A trading partner has a 1500 total shareholding. The trader sells 1200 shares to investors. How many stocks do an average trader have?,A trader has 1500 stocks. The trader sells 1200 stocks. How many stocks does the trader have?
A trader has 1500 stocks. The trader sells 1200 stocks. How many stocks does the trader have?,A trader has 1500 stocks. The trader sells 1200 stocks. How many stocks does the trader have?
A big corporation has 2211 aircraft. The company sells 555 airplanes. How many airplanes does the company have?,A big company has 2211 airplanes. The company sells 555 airplanes. How many airplanes does the company have?
A big company has 2211 airplanes. The company also sells more than 555 jets. How many airplanes does the company have?,A big company has 2211 airplanes. The company sells 555 airplanes. How many airplanes does the company have?
A big company has 2211 airplanes. The company sells 555 airplanes. Can you list the number of jets?,A big company has 2211 airplanes. The company sells 555 airplanes. How many airplanes does the company have?
A big corporation has 2211 aircraft. The company also sells more than 555 jets. Can you list the number of jets?,A big company has 2211 airplanes. The company sells 555 airplanes. How many airplanes does the company have?
A big company has 2211 airplanes. The company sells 555 airplanes. How many airplanes does the company have?,A big company has 2211 airplanes. The company sells 555 airplanes. How many airplanes does the company have?
I have 30 pencils in my room. The teacher gives 2 pencils to a girl. The teacher gives 3 pencils to a boy. How many pencils does the teacher have?,A teacher has 30 pencils. The teacher gives 2 pencils to a girl. The teacher gives 3 pencils to a boy. How many pencils does the teacher have?
A teacher has 30 pencils. Two pencils are given to the girl by the teachers. The teacher gives 3 pencils to a boy. How many pencils does the teacher have?,A teacher has 30 pencils. The teacher gives 2 pencils to a girl. The teacher gives 3 pencils to a boy. How many pencils does the teacher have?
A teacher has 30 pencils. The teacher gives 2 pencils to a girl. Three pencils are given by the teacher to a boy. How many pencils does the teacher have?,A teacher has 30 pencils. The teacher gives 2 pencils to a girl. The teacher gives 3 pencils to a boy. How many pencils does the teacher have?
A teacher has 30 pencils. The teacher gives 2 pencils to a girl. The teacher gives 3 pencils to a boy. Does teacher have pencils or something like that?,A teacher has 30 pencils. The teacher gives 2 pencils to a girl. The teacher gives 3 pencils to a boy. How many pencils does the teacher have?
I have 30 pencils in my room. Two pencils are given to the girl by the teachers. Three pencils are given by the teacher to a boy. Does teacher have pencils or something like that?,A teacher has 30 pencils. The teacher gives 2 pencils to a girl. The teacher gives 3 pencils to a boy. How many pencils does the teacher have?
A teacher has 30 pencils. The teacher gives 2 pencils to a girl. The teacher gives 3 pencils to a boy. How many pencils does the teacher have?,A teacher has 30 pencils. The teacher gives 2 pencils to a girl. The teacher gives 3 pencils to a boy. How many pencils does the teacher have?
Mom has ten cookies. The mother gives 3 cookies to a son. The mother gives 6 cookies to a daughter. How many cookies does the mother have?,A mother has 10 cookies. The mother gives 3 cookies to a son. The mother gives 6 cookies to a daughter. How many cookies does the mother have?
A mother has 10 cookies. Three cookies are given to him by the mother. The mother gives 6 cookies to a daughter. How many cookies does the mother have?,A mother has 10 cookies. The mother gives 3 cookies to a son. The mother gives 6 cookies to a daughter. How many cookies does the mother have?
A mother has 10 cookies. The mother gives 3 cookies to a son. Mother gave her daughter six cookies. How many cookies does the mother have?,A mother has 10 cookies. The mother gives 3 cookies to a son. The mother gives 6 cookies to a daughter. How many cookies does the mother have?
A mother has 10 cookies. The mother gives 3 cookies to a son. The mother gives 6 cookies to a daughter. How many cookies does your mom have?,A mother has 10 cookies. The mother gives 3 cookies to a son. The mother gives 6 cookies to a daughter. How many cookies does the mother have?
Mom has ten cookies. Three cookies are given to him by the mother. Mother gave her daughter six cookies. How many cookies does your mom have?,A mother has 10 cookies. The mother gives 3 cookies to a son. The mother gives 6 cookies to a daughter. How many cookies does the mother have?
A mother has 10 cookies. The mother gives 3 cookies to a son. The mother gives 6 cookies to a daughter. How many cookies does the mother have?,A mother has 10 cookies. The mother gives 3 cookies to a son. The mother gives 6 cookies to a daughter. How many cookies does the mother have?
A woman has 25 coins. The girl gives 6 coins to a friend. The girl gives 12 coins to a mother. How many coins does the girl have?,A girl has 25 coins. The girl gives 6 coins to a friend. The girl gives 12 coins to a mother. How many coins does the girl have?
A girl has 25 coins. She gave her friend 6 coins. The girl gives 12 coins to a mother. How many coins does the girl have?,A girl has 25 coins. The girl gives 6 coins to a friend. The girl gives 12 coins to a mother. How many coins does the girl have?
A girl has 25 coins. The girl gives 6 coins to a friend. She gave her mother 12 coins. How many coins does the girl have?,A girl has 25 coins. The girl gives 6 coins to a friend. The girl gives 12 coins to a mother. How many coins does the girl have?
A girl has 25 coins. The girl gives 6 coins to a friend. The girl gives 12 coins to a mother. How many coins does a lady have?,A girl has 25 coins. The girl gives 6 coins to a friend. The girl gives 12 coins to a mother. How many coins does the girl have?
A woman has 25 coins. She gave her friend 6 coins. She gave her mother 12 coins. How many coins does a lady have?,A girl has 25 coins. The girl gives 6 coins to a friend. The girl gives 12 coins to a mother. How many coins does the girl have?
A girl has 25 coins. The girl gives 6 coins to a friend. The girl gives 12 coins to a mother. How many coins does the girl have?,A girl has 25 coins. The girl gives 6 coins to a friend. The girl gives 12 coins to a mother. How many coins does the girl have?
A boy has 25 books. The boy gives 3 books to a friend. The boy gives 9 books to a teacher. How many books does the boy have?,A boy has 25 books. The boy gives 3 books to a friend. The boy gives 9 books to a teacher. How many books does the boy have?
A boy has 25 books. The boy gives him three books. The boy gives 9 books to a teacher. How many books does the boy have?,A boy has 25 books. The boy gives 3 books to a friend. The boy gives 9 books to a teacher. How many books does the boy have?
A boy has 25 books. The boy gives 3 books to a friend. The boy gives the teacher nine books. How many books does the boy have?,A boy has 25 books. The boy gives 3 books to a friend. The boy gives 9 books to a teacher. How many books does the boy have?
A boy has 25 books. The boy gives 3 books to a friend. The boy gives 9 books to a teacher. Do boys have to read books?,A boy has 25 books. The boy gives 3 books to a friend. The boy gives 9 books to a teacher. How many books does the boy have?
A boy has 25 books. The boy gives him three books. The boy gives the teacher nine books. Do boys have to read books?,A boy has 25 books. The boy gives 3 books to a friend. The boy gives 9 books to a teacher. How many books does the boy have?
A boy has 25 books. The boy gives 3 books to a friend. The boy gives 9 books to a teacher. How many books does the boy have?,A boy has 25 books. The boy gives 3 books to a friend. The boy gives 9 books to a teacher. How many books does the boy have?
The boy has arrived. There is a girl. A man has 4 pieces. If he has 2 pieces then the girl gets 1 piece from the man and the boy gets 1 piece from the man. How many pieces does the boy have?,There is a boy. There is a girl. A man has 4 pieces. If he has 2 pieces then the girl gets 1 piece from the man and the boy gets 1 piece from the man. How many pieces does the boy have?
There is a boy. It's a girl. A man has 4 pieces. If he has 2 pieces then the girl gets 1 piece from the man and the boy gets 1 piece from the man. How many pieces does the boy have?,There is a boy. There is a girl. A man has 4 pieces. If he has 2 pieces then the girl gets 1 piece from the man and the boy gets 1 piece from the man. How many pieces does the boy have?
There is a boy. There is a girl. He's got four pieces. If he has 2 pieces then the girl gets 1 piece from the man and the boy gets 1 piece from the man. How many pieces does the boy have?,There is a boy. There is a girl. A man has 4 pieces. If he has 2 pieces then the girl gets 1 piece from the man and the boy gets 1 piece from the man. How many pieces does the boy have?
There is a boy. There is a girl. A man has 4 pieces. If he has two pieces then the girl gets one piece from the man and the boy gets one piece from the man. How many pieces does the boy have?,There is a boy. There is a girl. A man has 4 pieces. If he has 2 pieces then the girl gets 1 piece from the man and the boy gets 1 piece from the man. How many pieces does the boy have?
There is a boy. There is a girl. A man has 4 pieces. If he has 2 pieces then the girl gets 1 piece from the man and the boy gets 1 piece from the man. Do you think he's got many parts?,There is a boy. There is a girl. A man has 4 pieces. If he has 2 pieces then the girl gets 1 piece from the man and the boy gets 1 piece from the man. How many pieces does the boy have?
The boy has arrived. It's a girl. He's got four pieces. If he has two pieces then the girl gets one piece from the man and the boy gets one piece from the man. Do you think he's got many parts?,There is a boy. There is a girl. A man has 4 pieces. If he has 2 pieces then the girl gets 1 piece from the man and the boy gets 1 piece from the man. How many pieces does the boy have?
There is a boy. There is a girl. A man has 4 pieces. If he has 2 pieces then the girl gets 1 piece from the man and the boy gets 1 piece from the man. How many pieces does the boy have?,There is a boy. There is a girl. A man has 4 pieces. If he has 2 pieces then the girl gets 1 piece from the man and the boy gets 1 piece from the man. How many pieces does the boy have?
Here's the guy. There is a woman. A bread has 24 slices. If a bread has 2 slices then the man gets 1 slice of the bread and the woman gets 1 slice of the bread. How many slices does the woman have?,There is a man. There is a woman. A bread has 24 slices. If a bread has 2 slices then the man gets 1 slice of the bread and the woman gets 1 slice of the bread. How many slices does the woman have?
There is a man. There's a woman. A bread has 24 slices. If a bread has 2 slices then the man gets 1 slice of the bread and the woman gets 1 slice of the bread. How many slices does the woman have?,There is a man. There is a woman. A bread has 24 slices. If a bread has 2 slices then the man gets 1 slice of the bread and the woman gets 1 slice of the bread. How many slices does the woman have?
There is a man. There is a woman. A loaf has 24 slices. If a bread has 2 slices then the man gets 1 slice of the bread and the woman gets 1 slice of the bread. How many slices does the woman have?,There is a man. There is a woman. A bread has 24 slices. If a bread has 2 slices then the man gets 1 slice of the bread and the woman gets 1 slice of the bread. How many slices does the woman have?
There is a man. There is a woman. A bread has 24 slices. If a loaf has two slices then the man gets one slice of bread and the woman gets one slice of bread. How many slices does the woman have?,There is a man. There is a woman. A bread has 24 slices. If a bread has 2 slices then the man gets 1 slice of the bread and the woman gets 1 slice of the bread. How many slices does the woman have?
